CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
Algorithms,010,,3XXX,"{u'A': 0.54, u'C': 0.06, u'B': 0.38, u'WDRAW': 0.06, u'D': 0, u'F': 0.02, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.02}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'BLACK, JOHN', u'title': u'ASSOCIATE PROFESSOR'}]",4,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.89'}",EN,Upper,1,5.77,"{u'ENROLL': 67, u'GRADE': 63, u'PASS': 0, u'INCOMP': 0, u'Ret': 52, u'NOCRED': 0, u'EOT': 63}",P  - In Person,3.43,3104,5.46,20137,CSCI,0,LEC - Lecture
Human-Centered Computing Professional Development,801,,3XXX,"{u'A': 0.79, u'C': 0.02, u'B': 0.18, u'WDRAW': 0.02, u'D': 0, u'F': 0.02, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'LEWIS, CLAYTON H', u'title': u'PROFESSOR'}]",1,1,Computer Science,"{u'Hrs_Wk': u'', u'Raw': u''}",EN,Upper,,,"{u'ENROLL': 57, u'GRADE': 56, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 56}",P  - In Person,3.64,3112,,20137,CSCI,0,PRA - Practicum
Principles of Programming Languages,010,,3XXX,"{u'A': 0.57, u'C': 0.07, u'B': 0.33, u'WDRAW': 0.05, u'D': 0, u'F': 0.03, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,CSCI,"[{u'group': u'3 Supp', u'name': u'BAKER, JAMES EDWARD', u'title': u'LECTURER'}]",4,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.40'}",EN,Upper,1,2.45,"{u'ENROLL': 73, u'GRADE': 69, u'PASS': 0, u'INCOMP': 0, u'Ret': 44, u'NOCRED': 0, u'EOT': 69}",P  - In Person,3.36,3155,2.55,20137,CSCI,0,LEC - Lecture
Introduction to Artificial Intelligence,001,,3XXX,"{u'A': 0.89, u'C': 0.03, u'B': 0.06, u'WDRAW': 0.03, u'D': 0.01, u'F': 0.01, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",1,CSCI,"[{u'group': u'3 Supp', u'name': u'MCBURNETT, NEAL', u'title': u'LECTURER'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.86'}",EN,Upper,1,2.83,"{u'ENROLL': 72, u'GRADE': 70, u'PASS': 0, u'INCOMP': 0, u'Ret': 29, u'NOCRED': 0, u'EOT': 70}",P  - In Person,3.78,3202,3.34,20137,CSCI,0,LEC - Lecture
Database and Information Systems,001,,3XXX,"{u'A': 0.38, u'C': 0.12, u'B': 0.48, u'WDRAW': 0.01, u'D': 0, u'F': 0.02, u'DF': 0.02, u'INCOMP': 0.04, u'GRADE': 0.96, u'C_MINUS_OR_BELOW': 0.02}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'KING, ROGER A', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.73'}",EN,Upper,1,2.73,"{u'ENROLL': 69, u'GRADE': 65, u'PASS': 0, u'INCOMP': 3, u'Ret': 11, u'NOCRED': 0, u'EOT': 68}",P  - In Person,3.22,3287,2.55,20137,CSCI,0,LEC - Lecture
Introduction to Robotics,010,,3XXX,"{u'A': 0.65, u'C': 0, u'B': 0.29, u'WDRAW': 0.04, u'D': 0, u'F': 0.06, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'CORRELL, NICOLAUS J', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.92'}",EN,Upper,1,4.57,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.44,3302,4.57,20137,CSCI,0,LEC - Lecture
Software Engineering Methods and Tools,010,,3XXX,"{u'A': 0.45, u'C': 0.1, u'B': 0.45, u'WDRAW': 0.02, u'D': 0, u'F': 0.01, u'DF': 0.01, u'INCOMP': 0, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.03}",1,CSCI,"[{u'group': u'2 Other reg', u'name': u'STAFFORD, JUDITH ALYCE', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.41'}",EN,Upper,1,3.12,"{u'ENROLL': 122, u'GRADE': 119, u'PASS': 0, u'INCOMP': 0, u'Ret': 77, u'NOCRED': 0, u'EOT': 120}",P  - In Person,3.28,3308,3.12,20137,CSCI,0,LEC - Lecture
Unix System Administration,001,,4XXX,"{u'A': 0.71, u'C': 0.09, u'B': 0.12, u'WDRAW': 0.03, u'D': 0, u'F': 0.09, u'DF': 0.09, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.12}",2,CSCI,"[{u'group': u'2 Other reg', u'name': u'DEHUS, MARK D', u'title': u'INSTRUCTOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.65'}",EN,Upper,1,5.75,"{u'ENROLL': 35, u'GRADE': 34, u'PASS': 0, u'INCOMP': 0, u'Ret': 28, u'NOCRED': 0, u'EOT': 34}",P  - In Person,3.34,4113,5.43,20137,CSCI,0,LEC - Lecture
Computer Graphics,001,,4XXX,"{u'A': 0.87, u'C': 0.03, u'B': 0.08, u'WDRAW': 0, u'D': 0.01, u'F': 0.01, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.03}",2,CSCI,"[{u'group': u'3 Supp', u'name': u'SCHREUDER, WILLEM A', u'title': u'ASST PROFESSOR ADJUNCT'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.77'}",EN,Upper,1,5.46,"{u'ENROLL': 78, u'GRADE': 78, u'PASS': 0, u'INCOMP': 0, u'Ret': 48, u'NOCRED': 0, u'EOT': 78}",P  - In Person,3.75,4229,5.21,20137,CSCI,0,LEC - Lecture
Network Systems,001,,4XXX,"{u'A': 0.35, u'C': 0.19, u'B': 0.44, u'WDRAW': 0.03, u'D': 0.01, u'F': 0, u'DF': 0.01, u'INCOMP': 0.01, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.03}",3,CSCI,"[{u'group': u'1 TTT', u'name': u'HAN, RICHARD YEHWHEI', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.21'}",EN,Upper,1,4.96,"{u'ENROLL': 71, u'GRADE': 68, u'PASS': 0, u'INCOMP': 1, u'Ret': 25, u'NOCRED': 0, u'EOT': 69}",P  - In Person,3.15,4273,4.84,20137,CSCI,0,LEC - Lecture
Software Engineering Project 1,010,,4XXX,"{u'A': 0.7, u'C': 0, u'B': 0.28, u'WDRAW': 0, u'D': 0.01, u'F': 0, u'DF': 0.01, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.01}",1,CSCI,"[{u'group': u'2 Other reg', u'name': u'STAFFORD, JUDITH ALYCE', u'title': u'SENIOR INSTRUCTOR'}]",4,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.54'}",EN,Upper,1,3.84,"{u'ENROLL': 71, u'GRADE': 71, u'PASS': 0, u'INCOMP': 0, u'Ret': 37, u'NOCRED': 0, u'EOT': 71}",P  - In Person,3.63,4308,4.11,20137,CSCI,0,LEC - Lecture
Algorithms for Molecular Biology,001,,4XXX,"{u'A': 0.89, u'C': 0.03, u'B': 0.08, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",5,CSCI,"[{u'group': u'1 TTT', u'name': u'GOLDBERG, DEBRA S', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.85'}",EN,Upper,1,4.37,"{u'ENROLL': 39, u'GRADE': 37, u'PASS': 0, u'INCOMP': 0, u'Ret': 30, u'NOCRED': 0, u'EOT': 37}",P  - In Person,3.82,4314,3.8,20137,CSCI,0,LEC - Lecture
High-Performance Scientific Computing,010,,4XXX,"{u'A': 0.46, u'C': 0.08, u'B': 0.43, u'WDRAW': 0.02, u'D': 0.03, u'F': 0, u'DF': 0.03, u'INCOMP': 0.03, u'GRADE': 0.97, u'C_MINUS_OR_BELOW': 0.05}",2,CSCI,"[{u'group': u'3 Supp', u'name': u'HAUSER, THOMAS A', u'title': u'IT DIRECTOR'}]",4,0,Computer Science,"{u'Hrs_Wk': u'13-15', u'Raw': u'4.53'}",EN,Upper,1,4.72,"{u'ENROLL': 39, u'GRADE': 37, u'PASS': 0, u'INCOMP': 1, u'Ret': 32, u'NOCRED': 0, u'EOT': 38}",P  - In Person,3.27,4576,4.63,20137,CSCI,0,LEC - Lecture
Computer Animation,001,,4XXX,"{u'A': 0.65, u'C': 0.25, u'B': 0.1, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.18, u'GRADE': 0.82, u'C_MINUS_OR_BELOW': 0}",3,CSCI,"[{u'group': u'1 TTT', u'name': u'KING, ROGER A', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.00'}",EN,Upper,1,4.23,"{u'ENROLL': 25, u'GRADE': 20, u'PASS': 0, u'INCOMP': 5, u'Ret': 13, u'NOCRED': 0, u'EOT': 25}",P  - In Person,3.4,4809,4.23,20137,CSCI,0,LEC - Lecture
Special Topics in Computer Science,001,,4XXX,"{u'A': 0.76, u'C': 0.05, u'B': 0.1, u'WDRAW': 0.07, u'D': 0.1, u'F': 0, u'DF': 0.1, u'INCOMP': 0.04, u'GRADE': 0.91, u'C_MINUS_OR_BELOW': 0.14}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'BLACK, JOHN', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.13'}",EN,Upper,1,5.71,"{u'ENROLL': 25, u'GRADE': 21, u'PASS': 0, u'INCOMP': 1, u'Ret': 17, u'NOCRED': 0, u'EOT': 23}",P  - In Person,3.44,4830,5.65,20137,CSCI,0,LEC - Lecture
Special Topics in Computer Science,002,,4XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'YEH, PEI HSIU', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.50'}",EN,Upper,1,5.29,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.92,4830,5.21,20137,CSCI,0,LEC - Lecture
Special Topics in Computer Science,007,,4XXX,"{u'A': 0.5, u'C': 0, u'B': 0.5, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'TUFO, HENRY', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.80'}",EN,Upper,1,4.9,"{u'ENROLL': 10, u'GRADE': 10, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 10}",P  - In Person,3.47,4830,4.5,20137,CSCI,0,LEC - Lecture
Network Analysis and Modeling,001,,5XXX,"{u'A': 0.79, u'C': 0, u'B': 0.14, u'WDRAW': 0, u'D': 0, u'F': 0.07, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'CLAUSET, AARON JULIAN', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'13-15', u'Raw': u'5.33'}",EN,Masters,1,5.11,"{u'ENROLL': 14, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 11, u'NOCRED': 0, u'EOT': 14}",P  - In Person,3.57,5352,4.67,20137,CSCI,0,LEC - Lecture
Introduction to Theory of Computation,001,,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'EHRENFEUCHT, ANDRZEJ', u'title': u'DISTINGUISHED PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.20'}",EN,Masters,1,5.06,"{u'ENROLL': 26, u'GRADE': 26, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 26}",P  - In Person,4,5444,4.44,20137,CSCI,0,LEC - Lecture
Fundamental Concepts of Programming Languages,001,,5XXX,"{u'A': 0.7, u'C': 0.05, u'B': 0.2, u'WDRAW': 0.04, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0.05, u'GRADE': 0.95, u'C_MINUS_OR_BELOW': 0.05}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'CHANG, BOR-YUH EVAN', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.73'}",EN,Masters,1,4.73,"{u'ENROLL': 22, u'GRADE': 20, u'PASS': 0, u'INCOMP': 1, u'Ret': 15, u'NOCRED': 0, u'EOT': 21}",P  - In Person,3.44,5535,4.6,20137,CSCI,0,LEC - Lecture
Principles of Numerical Computation,001,,5XXX,"{u'A': 0.5, u'C': 0.1, u'B': 0.4, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.09, u'GRADE': 0.91, u'C_MINUS_OR_BELOW': 0}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'JESSUP, ELIZABETH R', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.88'}",EN,Masters,1,5.5,"{u'ENROLL': 11, u'GRADE': 10, u'PASS': 0, u'INCOMP': 1, u'Ret': 8, u'NOCRED': 0, u'EOT': 11}",P  - In Person,3.52,5606,5.13,20137,CSCI,0,LEC - Lecture
Linear Programming,002,,5XXX,"{u'A': 0.96, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0.04, u'DF': 0.04, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'SANKARANARAYANAN, SRIRAM', u'title': u'ASST PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.47'}",EN,Masters,1,5.68,"{u'ENROLL': 24, u'GRADE': 24, u'PASS': 0, u'INCOMP': 0, u'Ret': 19, u'NOCRED': 0, u'EOT': 24}",P  - In Person,3.77,5654,5.53,20137,CSCI,0,LEC - Lecture
Distributed Systems,001,,5XXX,"{u'A': 0.85, u'C': 0, u'B': 0.15, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'MISHRA, SHIVAKANT', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.33'}",EN,Masters,1,5.44,"{u'ENROLL': 20, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 20}",P  - In Person,3.8,5673,5.25,20137,CSCI,0,LEC - Lecture
Natural Language Processing,001,,5XXX,"{u'A': 0.88, u'C': 0, u'B': 0.12, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.1, u'GRADE': 0.9, u'C_MINUS_OR_BELOW': 0}",2,CSCI,"[{u'group': u'1 TTT', u'name': u'MARTIN, JAMES H', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.94'}",EN,Masters,1,5.11,"{u'ENROLL': 46, u'GRADE': 41, u'PASS': 0, u'INCOMP': 5, u'Ret': 37, u'NOCRED': 0, u'EOT': 46}",P  - In Person,3.8,5832,4.95,20137,CSCI,0,LEC - Lecture
HCC Survey and Synthesis: Foundations and Trajectories,001,,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0.08, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'PALEN, LEYSIA A', u'title': u'ASSOCIATE PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.13'}",EN,Masters,1,6,"{u'ENROLL': 12, u'GRADE': 11, u'PASS': 0, u'INCOMP': 0, u'Ret': 9, u'NOCRED': 0, u'EOT': 11}",P  - In Person,3.97,5919,5.78,20137,CSCI,0,SEM - Seminar
Introduction to the Computer Science PhD Program,002,,6XXX,"{u'A': 0.85, u'C': 0, u'B': 0.15, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'LEWIS, CLAYTON H', u'title': u'PROFESSOR'}]",1,0,Computer Science,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.00'}",EN,Masters,1,5.54,"{u'ENROLL': 20, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 20}",P  - In Person,3.83,6000,5,20137,CSCI,0,OTH - Other
Topics in Nonsymbolic Artificial Intelligence,001,,7XXX,"{u'A': 0.75, u'C': 0, u'B': 0.25, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.06, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0}",1,CSCI,"[{u'group': u'1 TTT', u'name': u'MOZER, MICHAEL C', u'title': u'PROFESSOR'}]",3,0,Computer Science,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.29'}",EN,Doctoral,1,5.4,"{u'ENROLL': 17, u'GRADE': 16, u'PASS': 0, u'INCOMP': 1, u'Ret': 15, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.71,7222,5.13,20137,CSCI,0,LEC - Lecture
Topics in Cognitive Science,001,,7XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.07, u'GRADE': 0.93, u'C_MINUS_OR_BELOW': 0}",4,CSCI,"[{u'group': u'3 Supp', u'name': u'CACCAMISE, DONNA J', u'title': u'RESEARCH SERVICES ASSOC DIR'}]",1,0,Computer Science,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.40'}",EN,Doctoral,1,4.67,"{u'ENROLL': 13, u'GRADE': 12, u'PASS': 0, u'INCOMP': 1, u'Ret': 7, u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.97,7772,4.57,20137,CSCI,0,SEM - Seminar
Engineering Drawing,010,,1XXX,"{u'A': 0.64, u'C': 0.01, u'B': 0.25, u'WDRAW': 0.01, u'D': 0, u'F': 0.09, u'DF': 0.09, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.09}",1,CVEN,"[{u'group': u'3 Supp', u'name': u'GORE, ALEXANDER KEITH', u'title': u'LECTURER'}, {u'group': u'3 Supp', u'name': u'CAYKO, LANCE MICHAEL', u'title': u'LECTURER'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.35'}",EN,Lower,2,4.43,"{u'ENROLL': 68, u'GRADE': 67, u'PASS': 0, u'INCOMP': 0, u'Ret': 49, u'NOCRED': 0, u'EOT': 67}",P  - In Person,3.32,1027,4.22,20137,AREN,0,LEC - Lecture
Building Materials and Systems,001,,2XXX,"{u'A': 0.38, u'C': 0.11, u'B': 0.49, u'WDRAW': 0, u'D': 0.02, u'F': 0, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,CVEN,"[{u'group': u'2 Other reg', u'name': u'MORRIS, MATTHEW R.', u'title': u'INSTRUCTOR'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.22'}",EN,Lower,1,5.6,"{u'ENROLL': 47, u'GRADE': 47, u'PASS': 0, u'INCOMP': 0, u'Ret': 43, u'NOCRED': 0, u'EOT': 47}",P  - In Person,3.21,2050,5.42,20137,AREN,0,LEC - Lecture
Thermodynamics,001,,2XXX,"{u'A': 0.51, u'C': 0.14, u'B': 0.29, u'WDRAW': 0.02, u'D': 0.03, u'F': 0.03, u'DF': 0.06, u'INCOMP': 0.01, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.13}",1,CVEN,"[{u'group': u'3 Supp', u'name': u'HANDOREAN, ALINA MONICA', u'title': u'RESEARCH ASSOCIATE'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.50'}",EN,Lower,1,4.43,"{u'ENROLL': 101, u'GRADE': 98, u'PASS': 0, u'INCOMP': 1, u'Ret': 86, u'NOCRED': 0, u'EOT': 99}",P  - In Person,3.18,2110,4.19,20137,AREN,0,LEC - Lecture
Thermodynamics,340,,2XXX,"{u'A': 0.58, u'C': 0.08, u'B': 0.33, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CVEN,"[{u'group': u'1 TTT', u'name': u'SILVERSTEIN, JOANN', u'title': u'PROFESSOR'}, {u'group': u'3 Supp', u'name': u'HANDOREAN, ALINA MONICA', u'title': u'RESEARCH ASSOCIATE'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'', u'Raw': u''}",EN,Lower,,,"{u'ENROLL': 12, u'GRADE': 12, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 12}",P  - In Person,3.47,2110,,20137,AREN,0,LEC - Lecture
Mechanical Systems for Buildings,001,,3XXX,"{u'A': 0.48, u'C': 0.07, u'B': 0.45, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CVEN,"[{u'group': u'1 TTT', u'name': u'HENZE, GREGOR P.', u'title': u'PROFESSOR'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.73'}",EN,Upper,1,4.86,"{u'ENROLL': 44, u'GRADE': 44, u'PASS': 0, u'INCOMP': 0, u'Ret': 37, u'NOCRED': 0, u'EOT': 44}",P  - In Person,3.41,3010,3.97,20137,AREN,0,LEC - Lecture
Environmental Systems for Buildings 1,001,,3XXX,"{u'A': 0.66, u'C': 0.05, u'B': 0.26, u'WDRAW': 0.02, u'D': 0, u'F': 0.03, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,CVEN,"[{u'group': u'3 Supp', u'name': u'WUJEK, JOSEPH B', u'title': u'LECTURER'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.64'}",EN,Upper,1,4.02,"{u'ENROLL': 59, u'GRADE': 58, u'PASS': 0, u'INCOMP': 0, u'Ret': 46, u'NOCRED': 0, u'EOT': 58}",P  - In Person,3.47,3050,3.72,20137,AREN,0,LEC - Lecture
Architectural Structures 1,001,,4XXX,"{u'A': 0.2, u'C': 0.24, u'B': 0.45, u'WDRAW': 0.03, u'D': 0, u'F': 0.11, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.15}",1,CVEN,"[{u'group': u'3 Supp', u'name': u'KEELY, JEFFREY A.', u'title': u'LECTURER'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.74'}",EN,Upper,1,5.54,"{u'ENROLL': 73, u'GRADE': 71, u'PASS': 0, u'INCOMP': 0, u'Ret': 65, u'NOCRED': 0, u'EOT': 71}",P  - In Person,2.59,4035,4.88,20137,AREN,0,LEC - Lecture
Construction Planning and Scheduling,001,,4XXX,"{u'A': 0.41, u'C': 0.09, u'B': 0.5, u'WDRAW': 0.03, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,CVEN,"[{u'group': u'1 TTT', u'name': u'JAVERNICK-WILL, AMY N', u'title': u'ASST PROFESSOR'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.64'}",EN,Upper,1,5.7,"{u'ENROLL': 35, u'GRADE': 34, u'PASS': 0, u'INCOMP': 0, u'Ret': 27, u'NOCRED': 0, u'EOT': 34}",P  - In Person,3.31,4466,5.26,20137,AREN,0,LEC - Lecture
Illumination 2,001,,4XXX,"{u'A': 0.56, u'C': 0.1, u'B': 0.33, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.03}",1,CVEN,"[{u'group': u'2 Other reg', u'name': u'VASCONEZ, SANDRA L.', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.50'}",EN,Upper,1,4.84,"{u'ENROLL': 39, u'GRADE': 39, u'PASS': 0, u'INCOMP': 0, u'Ret': 25, u'NOCRED': 0, u'EOT': 39}",P  - In Person,3.42,4550,4.6,20137,AREN,0,LEC - Lecture
Daylighting,001,,4XXX,"{u'A': 0.46, u'C': 0.11, u'B': 0.43, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0.07}",2,CVEN,"[{u'group': u'2 Other reg', u'name': u'BEAMER, CHARLES WALTER', u'title': u'INSTRUCTOR'}]",3,0,Architectural Engineering,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",EN,Upper,1,5.54,"{u'ENROLL': 30, u'GRADE': 28, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 30}",P  - In Person,3.38,4580,4.88,20137,AREN,0,LEC - Lecture
